IDENTIFICATION,BIRTHDAY,NAME,DIPLOMDATE,DIPLOMTYPE,DIPLOMMENTION,DIPLOMPERCENTAGE,DIPLOMSECTION,DIPLOMOPTION,DIPLOMPLACE,SCHOOL,SCHOOLPROVINCE,SCHOOLCODE,SCHOOLSTATUS,ACADYEAR,PERC1,MENT1,PERC2,MENT2,FAC,OPT,PROM
3656,1987-01-21,F,,inconnu,,51,TECH,SOCIALE,,MIKENO OFF,NORD-KIVU,MIKENO OFF,inconnu,2013-2014,51.0,AJOURNE,60.0,SATISFACTION,Faculté de Santé et Développement Communautaires,Santé Communautaire,L2
3659,1989-03-03,H,,inconnu,,64,PED,PG,,SAINTE FAMILLE,KINSHASA,SAINTE FAMILLE,inconnu,2013-2014,,ASSIMILE AUX AJOURNES,58.599998474121094,SATISFACTION,Faculté de Droit,Droit Public,L1
3659,1989-03-03,H,,inconnu,,64,PED,PG,,SAINTE FAMILLE,KINSHASA,SAINTE FAMILLE,inconnu,2014-2015,,ASSIMILE AUX AJOURNES,63.400001525878906,SATISFACTION,Faculté de Droit,Droit Public,L2
3660,1990-01-02,F,,inconnu,,52,LIT,LP,,HIMBI,NORD-KIVU,HIMBI,inconnu,2013-2014,,ASSIMILE AUX AJOURNES,60.20000076293945,SATISFACTION,Faculté de Droit,Droit Public,L2
3691,1986-12-07,H,,inconnu,,59,TECHNIQUE,COM ET ADM,,EDAP/ISP,SUD-KIVU,EDAP/ISP,inconnu,2013-2014,,ASSIMILE AUX AJOURNES,64.80000305175781,SATISFACTION,Faculté des Sciences et Technologies Appliquées,Génie Civil,Tech1
3691,1986-12-07,H,,inconnu,,59,TECHNIQUE,COM ET ADM,,EDAP/ISP,SUD-KIVU,EDAP/ISP,inconnu,2014-2015,,ASSIMILE AUX AJOURNES,63.79999923706055,SATISFACTION,Faculté des Sciences et Technologies Appliquées,Génie Civil,Tech2
3708,1988-07-27,F,,inconnu,,52,TECH,CA,,I FARAJA,NORD-KIVU,I FARAJA,inconnu,2013-2014,,ASSIMILE AUX AJOURNES,58.0,SATISFACTION,Faculté de Santé et Développement Communautaires,Santé Environnementale,L2
3711,1983-09-06,H,,inconnu,,51,SC,MP,,I MAJENGO,NORD-KIVU,I MAJENGO,inconnu,2013-2014,,ASSIMILE AUX AJOURNES,67.0999984741211,SATISFACTION,Faculté de Théologie,Tronc commun,G3
3712,1972-06-28,F,2007-12-30,DIPLÔME D'ETAT,,51,TECHN,CA,KIN,I RUTOBOKO,NORD-KIVU,I RUTOBOKO,inconnu,2013-2014,,ADMIS AU MEMOIRE,63.5,SATISFACTION,Faculté de Théologie,Tronc commun,L2
3727,1989-02-12,H,,inconnu,,53,PEDAGOGIEQUE,PEDA GENERALE,,I ISIDORE BAKANJA,NORD-KIVU,I ISIDORE BAKANJA,inconnu,2013-2014,,AJOURNE,57.599998474121094,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Gestion Financière,L2
3734,1989-04-02,F,,inconnu,,52,TECHNIQUE,COMM ET ADM,,INST HIMBI,NORD-KIVU,INST HIMBI,inconnu,2013-2014,,ASSIMILE AUX AJOURNES,61.79999923706055,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Économie Monétaire,L2
3747,1990-03-25,H,,inconnu,,53,SC,MP,,COLLEGE SAINT PAUL,SUD-KIVU,COLLEGE SAINT PAUL,inconnu,2013-2014,,ADMIS AU MEMOIRE,61.79999923706055,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Gestion Financière,L2
3755,1985-12-15,H,,inconnu,,50,TECHNIQUE,SOCIALE,,INST NYABUSHONGO,NORD-KIVU,INST NYABUSHONGO,inconnu,2013-2014,,ASSIMILE AUX AJOURNES,51.79999923706055,NON ADMISSIBLE DS LA MEME FILIERE,Faculté des Sciences Économiques et de Gestion,Gestion des Entreprises,L1
3755,1985-12-15,H,,inconnu,,50,TECHNIQUE,SOCIALE,,INST NYABUSHONGO,NORD-KIVU,INST NYABUSHONGO,inconnu,2014-2015,49.0,AJOURNE,57.20000076293945,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Microfinance et Banque,L1
3755,1985-12-15,H,,inconnu,,50,TECHNIQUE,SOCIALE,,INST NYABUSHONGO,NORD-KIVU,INST NYABUSHONGO,inconnu,2015-2016,,ASSIMILE AUX AJOURNES,54.599998474121094,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Microfinance et Banque,L2
3756,1983-06-10,H,,inconnu,,52,PED,PG,,I MORIA,NORD-KIVU,I MORIA,inconnu,2013-2014,,AJOURNE,57.099998474121094,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Gestion des Entreprises,L2
3760,1991-01-11,H,,inconnu,,58,SC,MP,,I MAJENGO,NORD-KIVU,I MAJENGO,inconnu,2013-2014,,ADMIS AU STAGE ET AU MEMOIRE,70.5,DISTINCTION,Faculté des Sciences et Technologies Appliquées,Génie Civil,Tech2
3770,1987-09-21,F,,inconnu,,56,TECHNIQUE,SOCIALE,,INST TUMAINI,SUD-KIVU,INST TUMAINI,inconnu,2013-2014,,ADMIS AU MEMOIRE,62.099998474121094,SATISFACTION,Faculté de Droit,Droit Privé et Judiciaire,L2
3791,1961-09-14,F,,inconnu,,50,PEDAGOGIEQUE,PEDA GENERALE,,I KILUKU,NORD-KIVU,I KILUKU,inconnu,2013-2014,50.20000076293945,AJOURNE,65.30000305175781,SATISFACTION,Faculté de Psychologie et des Sciences de l'Éducation,Psychologie / Psychologie clinique,L2
3803,1968-04-15,H,1989-07-02,DIPLÔME D'ETAT,,51,PEDAGOGIEQUE,PG,KIN,I NDAHURA,NORD-KIVU,I NDAHURA,inconnu,2013-2014,51.0,AJOURNE,59.29999923706055,SATISFACTION,Faculté de Psychologie et des Sciences de l'Éducation,Psychologie / Psychologie clinique,L1
3803,1968-04-15,H,1989-07-02,DIPLÔME D'ETAT,,51,PEDAGOGIEQUE,PG,KIN,I NDAHURA,NORD-KIVU,I NDAHURA,inconnu,2014-2015,,AJOURNE,62.0,SATISFACTION,Faculté de Psychologie et des Sciences de l'Éducation,Psychologie / Psychologie clinique,L2
3804,1980-07-20,F,,inconnu,,53,PEDAGOGIEQUE,PG,,L KATANA,SUD-KIVU,L KATANA,inconnu,2013-2014,,ADMIS AU MEMOIRE,65.9000015258789,SATISFACTION,Faculté de Psychologie et des Sciences de l'Éducation,Sciences de l'Éducation,L2
3809,1988-10-13,F,,inconnu,,56,PEDAGOGIEQUE,PEDA GENERALE,,I MONT GOMA,NORD-KIVU,I MONT GOMA,inconnu,2013-2014,,AJOURNE,59.5,SATISFACTION,Faculté de Droit,Droit Privé et Judiciaire,L2
3812,1990-09-07,F,,inconnu,,56,PED,PG,,I ISIDORE BAKANJA,NORD-KIVU,I ISIDORE BAKANJA,inconnu,2013-2014,,ASSIMILE AUX AJOURNES,,ASSIMILE AUX AJOURNES,Faculté des Sciences Économiques et de Gestion,Gestion Financière,L2
3815,1985-10-25,H,,inconnu,,54,TEC,CA,,INSTIGO,NORD-KIVU,INSTIGO,inconnu,2013-2014,,ADMIS AU MEMOIRE,60.70000076293945,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Gestion des Entreprises,L2
3820,1985-04-01,H,,inconnu,,50,PEDAGOGIEQUE,PG,,I FURAHA,NORD-KIVU,I FURAHA,inconnu,2013-2014,,ASSIMILE AUX AJOURNES,,ASSIMILE AUX AJOURNES,Faculté des Sciences Économiques et de Gestion,Gestion des Entreprises,L2
3821,1990-07-27,F,,inconnu,,53,TEC,CA,,KIMBILIO,NORD-KIVU,KIMBILIO,inconnu,2013-2014,59.0,AJOURNE,63.29999923706055,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Gestion Financière,L2
3827,1987-01-01,H,2008-08-29,DIPLÔME D'ETAT,,52,TECHN,CA,KIN,I METANOIA,NORD-KIVU,I METANOIA,inconnu,2013-2014,,AJOURNE,60.5,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Gestion Financière,L2
3832,1986-09-19,F,,inconnu,,54,TECHN,COMM ET ADM,,INST ST JOSEPH,NORD-KIVU,INST ST JOSEPH,inconnu,2014-2015,,ASSIMILE AUX AJOURNES,54.099998474121094,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Gestion des Entreprises,L1
3832,1986-09-19,F,,inconnu,,54,TECHN,COMM ET ADM,,INST ST JOSEPH,NORD-KIVU,INST ST JOSEPH,inconnu,2015-2016,,AJOURNE,56.70000076293945,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Gestion des Entreprises,L2
3833,1987-06-30,H,,inconnu,,52,SCIENTIFIQUE,MATH PHYSIQUE,,INST D'IBANDA,SUD-KIVU,INST D'IBANDA,inconnu,2013-2014,,ASSIMILE AUX AJOURNES,60.20000076293945,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Gestion Financière,L2
3858,1988-03-13,F,,inconnu,,53,PEDAGOGIEQUE,PEDA GENERALE,,I VISOKE,NORD-KIVU,I VISOKE,inconnu,2013-2014,58.599998474121094,AJOURNE,62.5,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Gestion des Entreprises,L2
3864,1988-02-28,F,,inconnu,,51,PEDAGOGIEQUE,PEDA GEN,,I MORIA,NORD-KIVU,I MORIA,inconnu,2012-2013,53.29999923706055,AJOURNE,58.5,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Gestion Financière,L2
3874,1988-12-13,H,,inconnu,,50,PED,PG,,AUTODIDACTE,NORD-KIVU,AUTODIDACTE,inconnu,2013-2014,,ASSIMILE AUX AJOURNES,,AJOURNE,Faculté des Sciences Économiques et de Gestion,Gestion des Entreprises,L2
3876,1989-02-10,H,,inconnu,,63,LITTERAIRE,LATIN PHILO,,I METANOIA,NORD-KIVU,I METANOIA,inconnu,2013-2014,,ASSIMILE AUX AJOURNES,59.29999923706055,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Gestion des Entreprises,L2
3881,1989-07-25,H,,inconnu,,57,PEDAGOGIEQUE,PG,,I KARAMBI,SUD-KIVU,I KARAMBI,inconnu,2013-2014,,ADMIS AU STAGE ET AU MEMOIRE,60.0,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Gestion des Entreprises,L2
3892,1987-01-06,H,,inconnu,,50,TECHNIQUE,COMMERCIALE ET ADMIN,,I METANOIA,NORD-KIVU,I METANOIA,inconnu,2013-2014,,ASSIMILE AUX AJOURNES,,AJOURNE,Faculté des Sciences Économiques et de Gestion,Gestion des Entreprises,L2
3894,1987-07-04,H,,inconnu,,51,TECHN,CA,,I BUNGULU,NORD-KIVU,I BUNGULU,inconnu,2013-2014,,ADMIS AU MEMOIRE,58.599998474121094,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Gestion des Entreprises,L2
3895,1985-07-16,H,,inconnu,,52,TECHN,CA,,I ZANNER,NORD-KIVU,I ZANNER,inconnu,2013-2014,,ADMIS AU MEMOIRE,59.400001525878906,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Gestion des Entreprises,L2
3902,1986-05-15,H,2007-12-30,DIPLÔME D'ETAT,,54,PEDAGOGIEQUE,PEDA GENERALE,KIN,INST ISHUNGU,SUD-KIVU,INST ISHUNGU,inconnu,2013-2014,,ADMIS AU STAGE ET AU MEMOIRE,58.900001525878906,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Gestion des Entreprises,L2
3907,1988-09-09,H,,inconnu,,50,TECHN,CA,,INST MARANATHA,NORD-KIVU,INST MARANATHA,inconnu,2013-2014,,ASSIMILE AUX AJOURNES,48.599998474121094,NON ADMISSIBLE DS LA MEME FILIERE,Faculté des Sciences Économiques et de Gestion,Gestion des Entreprises,L1
3908,1988-07-27,H,,inconnu,,54,SC,MP,,FARAJA,NORD-KIVU,FARAJA,inconnu,2014-2015,55.5,AJOURNE,66.9000015258789,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Économie Industrielle,L1
3909,1988-12-03,H,,inconnu,,61,PEDAGOGIEQUE,PG,,I ISIDORE BAKANJE,NORD-KIVU,I ISIDORE BAKANJE,inconnu,2013-2014,,ASSIMILE AUX AJOURNES,,ASSIMILE AUX AJOURNES,Faculté des Sciences Économiques et de Gestion,Gestion Financière,L1
3914,1986-02-26,H,2007-12-30,DIPLÔME D'ETAT,,59,PEDAGOGIEQUE,PG,KIN,I MSAWATO,NORD-KIVU,I MSAWATO,inconnu,2014-2015,,ASSIMILE AUX AJOURNES,57.79999923706055,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Gestion des Entreprises,L1
3914,1986-02-26,H,2007-12-30,DIPLÔME D'ETAT,,59,PEDAGOGIEQUE,PG,KIN,I MSAWATO,NORD-KIVU,I MSAWATO,inconnu,2015-2016,,ASSIMILE AUX AJOURNES,,ASSIMILE AUX AJOURNES,Faculté des Sciences Économiques et de Gestion,Gestion des Entreprises,L2
3917,1989-06-11,H,,inconnu,,50,TECHN,CA,,CS MAMA YETU,NORD-KIVU,CS MAMA YETU,inconnu,2013-2014,,ASSIMILE AUX AJOURNES,,ASSIMILE AUX AJOURNES,Faculté des Sciences Économiques et de Gestion,Tronc commun,G3
3919,1988-12-02,F,,inconnu,,50,TECHNI,SOCIALE,,INST BAKANJA,NORD-KIVU,INST BAKANJA,inconnu,2013-2014,,ASSIMILE AUX AJOURNES,60.29999923706055,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Gestion Financière,L2
3920,1989-07-15,H,,inconnu,,51,LITTERAIRE,LATIN PHILO,,INSTITUT MWANGA,NORD-KIVU,INSTITUT MWANGA,inconnu,2013-2014,,ASSIMILE AUX AJOURNES,59.79999923706055,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Gestion des Entreprises,L2
3935,1976-02-21,F,,inconnu,,52,TECHN,COUPE COUTURE,,LYCEE WIMA,SUD-KIVU,LYCEE WIMA,inconnu,2013-2014,,ASSIMILE AUX AJOURNES,,AJOURNE,Faculté de Santé et Développement Communautaires,Tronc commun,G3
3936,1971-07-14,F,1991-07-02,DIPLÔME D'ETAT,,51,PEDAGOGIEQUE,PG,KIN,INST BUTURANDE,NORD-KIVU,INST BUTURANDE,inconnu,2013-2014,,AJOURNE,,AJOURNE,Faculté de Santé et Développement Communautaires,Santé et Développement Communautaires,L2
3944,1990-08-18,H,,inconnu,,53,LITT,LP,,I METANOIA,NORD-KIVU,I METANOIA,inconnu,2013-2014,,ASSIMILE AUX AJOURNES,63.70000076293945,SATISFACTION,Faculté de Santé et Développement Communautaires,Santé Communautaire,L2
3963,1988-08-08,F,,inconnu,,57,NUTRITION,inconnu,,LYCEE CHEMCHEM,NORD-KIVU,LYCEE CHEMCHEM,inconnu,2013-2014,,ASSIMILE AUX AJOURNES,63.0,SATISFACTION,Faculté de Santé et Développement Communautaires,Gestion et Administration des Projets de Santé,L2
3978,1980-08-02,H,,inconnu,,52,PED,PG,,I SHIRIKISHO,SUD-KIVU,I SHIRIKISHO,inconnu,2013-2014,,ASSIMILE AUX AJOURNES,,SATISFACTION,Faculté de Santé et Développement Communautaires,Gestion et Administration des Projets de Santé,L2
3992,1990-04-18,H,2008-08-29,DIPLÔME D'ETAT,,67,SCIENTIFIQUE,MATH PHYSIQUE,KIN,INST DE KATWA,NORD-KIVU,INST DE KATWA,inconnu,2013-2014,,ADMIS AU STAGE ET AU MEMOIRE,70.30000305175781,DISTINCTION,Faculté des Sciences et Technologies Appliquées,Génie Électrique,Tech2
4012,1974-10-14,H,1998-05-25,DIPLÔME D'ETAT,,52,PEDAGOGIEQUE,PEDA GENERALE,KINSHASA,INSTITUT KALIMBA,NORD-KIVU,INSTITUT KALIMBA,inconnu,2013-2014,,ADMIS AU MEMOIRE,63.70000076293945,SATISFACTION,Faculté de Théologie,Tronc commun,L2
4014,1989-05-14,H,,inconnu,,62,SCIENTIFIQUE,MATH PHYSIQUE,,COLLEGE ALFAJIRI,SUD-KIVU,COLLEGE ALFAJIRI,inconnu,2013-2014,,AJOURNE,65.9000015258789,SATISFACTION,Faculté des Sciences et Technologies Appliquées,Génie Civil,Tech2
4023,1987-05-30,H,,inconnu,,54,SC,BC,,I LWANGA,SUD-KIVU,I LWANGA,inconnu,2013-2014,,ASSIMILE AUX AJOURNES,,AJOURNE,Faculté de Santé et Développement Communautaires,Tronc commun,G3
4023,1987-05-30,H,,inconnu,,54,SC,BC,,I LWANGA,SUD-KIVU,I LWANGA,inconnu,2014-2015,,ADMIS AU STAGE ET AU TFC,59.0,SATISFACTION,Faculté de Santé et Développement Communautaires,Tronc commun,G3
4023,1987-05-30,H,,inconnu,,54,SC,BC,,I LWANGA,SUD-KIVU,I LWANGA,inconnu,2015-2016,,ASSIMILE AUX AJOURNES,61.599998474121094,SATISFACTION,Faculté de Santé et Développement Communautaires,Santé Communautaire,L1
4024,1990-12-27,H,,inconnu,,53,TEC,SOCIALE,,MIKENO ISLAMIQUE,NORD-KIVU,MIKENO ISLAMIQUE,inconnu,2013-2014,,ADMIS AU STAGE,64.69999694824219,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Gestion des Entreprises,L2
4026,1986-06-16,H,,inconnu,,51,PEDAGOGIEQUE,PEDA GENERALE,,INST BAKANJA,NORD-KIVU,INST BAKANJA,inconnu,2013-2014,,AJOURNE,59.70000076293945,SATISFACTION,Faculté de Droit,Droit Public,L2
4032,1988-01-10,H,,inconnu,,52,PEDAGOGIEQUE,PEDA GENERALE,,INSTITUT MSAWATO,NORD-KIVU,INSTITUT MSAWATO,inconnu,2013-2014,,AJOURNE,63.70000076293945,SATISFACTION,Faculté de Droit,Droit Public,L2
4040,1986-10-26,F,,inconnu,,51,PEDAGOGIEQUE,PEDA GENERALE,,INST UJASIRI,NORD-KIVU,INST UJASIRI,inconnu,2015-2016,,ASSIMILE AUX AJOURNES,55.099998474121094,SATISFACTION,Faculté de Droit,Droit Économique et Social,L1
4041,1988-08-08,F,,inconnu,,51,PED,PG,,INST SAINT ANDRE,SUD-KIVU,INST SAINT ANDRE,inconnu,2013-2014,,ASSIMILE AUX AJOURNES,58.79999923706055,SATISFACTION,Faculté de Droit,Droit Public,L2
4048,1987-04-20,H,2007-12-30,DIPLÔME D'ETAT,,53,TECH,CA,KIN,INST ZANNER,NORD-KIVU,INST ZANNER,inconnu,2013-2014,,ASSIMILE AUX AJOURNES,,ASSIMILE AUX AJOURNES,Faculté des Sciences Économiques et de Gestion,Gestion des Entreprises,L2
4057,1972-04-01,H,1992-10-29,DIPLÔME D'ETAT,,52,SCIENTIFIQUE,BIO CHIMIE,KIN,I RWABIKA,NORD-KIVU,I RWABIKA,inconnu,2013-2014,,ADMIS AU MEMOIRE,64.80000305175781,SATISFACTION,Faculté de Théologie,Tronc commun,L2
4062,1988-03-02,F,,inconnu,,0,inconnu,inconnu,,,inconnu,,inconnu,2013-2014,,ASSIMILE AUX AJOURNES,,AJOURNE,Faculté de Santé et Développement Communautaires,Santé Communautaire,L1
4071,1989-06-07,F,,inconnu,,63,MECANIQUE,MACHINES OUTILS,,ITFM,SUD-KIVU,ITFM,inconnu,2013-2014,,ASSIMILE AUX AJOURNES,71.19999694824219,DISTINCTION,Faculté des Sciences et Technologies Appliquées,Génie Civil,Tech2
4072,1990-01-29,H,,inconnu,,66,SCIENTIFIQUE,MP,,COLLEGE ALFAJIRI,SUD-KIVU,COLLEGE ALFAJIRI,inconnu,2014-2015,,ASSIMILE AUX AJOURNES,60.70000076293945,SATISFACTION,Faculté des Sciences et Technologies Appliquées,Génie Civil,Tech2
4073,1989-12-24,F,2008-08-29,DIPLÔME D'ETAT,,63,SCIENTIFIQUE,MP,KIN,I MAJENGO,NORD-KIVU,I MAJENGO,inconnu,2013-2014,,ASSIMILE AUX AJOURNES,70.19999694824219,DISTINCTION,Faculté des Sciences et Technologies Appliquées,Génie Civil,Tech2
4074,1988-08-15,H,,inconnu,,60,TECHN,ELECTRICITE,,ITIG,NORD-KIVU,ITIG,inconnu,2013-2014,,ASSIMILE AUX AJOURNES,65.4000015258789,SATISFACTION,Faculté des Sciences et Technologies Appliquées,Génie Civil,Tech2
4080,1987-10-20,H,,inconnu,,0,inconnu,inconnu,,,inconnu,,inconnu,2013-2014,,ASSIMILE AUX AJOURNES,,ASSIMILE AUX AJOURNES,Faculté des Sciences et Technologies Appliquées,Tronc commun,G1
4083,1987-03-10,H,,inconnu,,53,MECANIQUE,MECA MACHINES OUTILS,,ITFM,SUD-KIVU,ITFM,inconnu,2013-2014,,ASSIMILE AUX AJOURNES,64.0999984741211,SATISFACTION,Faculté des Sciences et Technologies Appliquées,Génie Civil,Tech1
4083,1987-03-10,H,,inconnu,,53,MECANIQUE,MECA MACHINES OUTILS,,ITFM,SUD-KIVU,ITFM,inconnu,2014-2015,,ASSIMILE AUX AJOURNES,,ADMIS AU STAGE,Faculté des Sciences et Technologies Appliquées,Génie Civil,Tech2
4091,1990-01-01,H,,inconnu,,60,SCIENTIFIQUE,BIO CHIMIE,,INSTITUT  METANOIA,NORD-KIVU,INSTITUT  METANOIA,inconnu,2013-2014,,ASSIMILE AUX AJOURNES,70.69999694824219,DISTINCTION,Faculté des Sciences et Technologies Appliquées,Génie Électrique,G3
4091,1990-01-01,H,,inconnu,,60,SCIENTIFIQUE,BIO CHIMIE,,INSTITUT  METANOIA,NORD-KIVU,INSTITUT  METANOIA,inconnu,2014-2015,,ASSIMILE AUX AJOURNES,72.5,DISTINCTION,Faculté des Sciences et Technologies Appliquées,Génie Électrique,Tech1
4091,1990-01-01,H,,inconnu,,60,SCIENTIFIQUE,BIO CHIMIE,,INSTITUT  METANOIA,NORD-KIVU,INSTITUT  METANOIA,inconnu,2015-2016,,ADMIS AU MEMOIRE,73.4000015258789,DISTINCTION,Faculté des Sciences et Technologies Appliquées,Génie Électrique,Tech2
4093,1987-12-17,H,,inconnu,,67,SCIENTIFIQUE,MP,,I MAJENGO,NORD-KIVU,I MAJENGO,inconnu,2013-2014,,ASSIMILE AUX AJOURNES,57.20000076293945,SATISFACTION,Faculté des Sciences et Technologies Appliquées,Génie Civil,Tech1
4093,1987-12-17,H,,inconnu,,67,SCIENTIFIQUE,MP,,I MAJENGO,NORD-KIVU,I MAJENGO,inconnu,2014-2015,,ASSIMILE AUX AJOURNES,65.4000015258789,SATISFACTION,Faculté des Sciences et Technologies Appliquées,Génie Civil,Tech2
4094,1990-09-24,H,,inconnu,,0,MECANIQUE,inconnu,,UTFM,SUD-KIVU,UTFM,inconnu,2013-2014,,AJOURNE,65.30000305175781,SATISFACTION,Faculté des Sciences et Technologies Appliquées,Génie Civil,Tech2
4097,1989-08-09,H,,inconnu,,63,techni,MECANIQUE,,ITFM/BKV,SUD-KIVU,ITFM/BKV,inconnu,2013-2014,,ADMIS AU STAGE ET AU MEMOIRE,66.4000015258789,SATISFACTION,Faculté des Sciences et Technologies Appliquées,Génie Civil,Tech2
4101,1990-03-25,H,,inconnu,,59,sc,bc,,COLLEGE SAINT PAUL,SUD-KIVU,COLLEGE SAINT PAUL,inconnu,2013-2014,,ASSIMILE AUX AJOURNES,64.5999984741211,SATISFACTION,Faculté des Sciences et Technologies Appliquées,Génie Civil,Tech2
4104,1989-11-30,H,,inconnu,,53,TECHNIQUE,COMM ET ADM,,INST METANOIA,NORD-KIVU,INST METANOIA,inconnu,2013-2014,,ASSIMILE AUX AJOURNES,59.0,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Gestion Financière,L2
4106,1988-07-20,H,,inconnu,,53,TECHNI INDUST,MECANIQUE GEN,,ITIG,NORD-KIVU,ITIG,inconnu,2013-2014,,AJOURNE,67.19999694824219,SATISFACTION,Faculté des Sciences et Technologies Appliquées,Génie Civil,Tech2
4107,1989-09-30,H,,inconnu,,56,PEDAGOGIEQUE,PDAGOGIE GENERALE,,I NAMURHERA,SUD-KIVU,I NAMURHERA,inconnu,2013-2014,,ASSIMILE AUX AJOURNES,64.9000015258789,SATISFACTION,Faculté des Sciences et Technologies Appliquées,Génie Civil,Tech1
4117,1988-10-11,H,,inconnu,,57,MECANIQUE,MACHINE OUTIL,,ITFM/BKV,SUD-KIVU,ITFM/BKV,inconnu,2013-2014,,ADMIS AU STAGE ET AU MEMOIRE,65.80000305175781,SATISFACTION,Faculté des Sciences et Technologies Appliquées,Génie Civil,Tech2
4119,1990-01-22,H,,inconnu,,50,TECHN,CA,,I METANOIA,NORD-KIVU,I METANOIA,inconnu,2013-2014,,ASSIMILE AUX AJOURNES,,AJOURNE,Faculté des Sciences et Technologies Appliquées,Génie Civil,Tech1
4119,1990-01-22,H,,inconnu,,50,TECHN,CA,,I METANOIA,NORD-KIVU,I METANOIA,inconnu,2014-2015,,ASSIMILE AUX AJOURNES,,AJOURNE,Faculté des Sciences et Technologies Appliquées,Génie Civil,Tech1
4125,1987-07-25,H,,inconnu,,51,LITT,LATIN PHILIO,,I MWANGA,NORD-KIVU,I MWANGA,inconnu,2013-2014,,ASSIMILE AUX AJOURNES,,AJOURNE,Faculté de Droit,Droit Privé et Judiciaire,L2
4126,1988-05-09,F,,inconnu,,52,TECHNIQUE,COUPE COUTURE,,LYCEE KIMBILIO,NORD-KIVU,LYCEE KIMBILIO,inconnu,2013-2014,,ASSIMILE AUX AJOURNES,59.099998474121094,SATISFACTION,Faculté de Santé et Développement Communautaires,Santé Environnementale,L2
4129,1987-04-14,F,,inconnu,,50,PEDAGOGIEQUE,PG,,LYCEE PAIN DE VIE,NORD-KIVU,LYCEE PAIN DE VIE,inconnu,2013-2014,,ASSIMILE AUX AJOURNES,,AJOURNE,Faculté de Santé et Développement Communautaires,Santé Environnementale,L2
4140,1989-05-16,F,,inconnu,,55,PED,PG,,I KASIKA,NORD-KIVU,I KASIKA,inconnu,2013-2014,,ASSIMILE AUX AJOURNES,,ASSIMILE AUX AJOURNES,Faculté des Sciences Économiques et de Gestion,Microfinance et Banque,L1
4140,1989-05-16,F,,inconnu,,55,PED,PG,,I KASIKA,NORD-KIVU,I KASIKA,inconnu,2014-2015,,ASSIMILE AUX AJOURNES,57.900001525878906,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Gestion Financière,L1
4140,1989-05-16,F,,inconnu,,55,PED,PG,,I KASIKA,NORD-KIVU,I KASIKA,inconnu,2015-2016,,AJOURNE,62.70000076293945,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Gestion Financière,L2
4143,1978-01-15,H,,inconnu,,55,PED,PG,,LYCEE KATANA,SUD-KIVU,LYCEE KATANA,inconnu,2015-2016,,ASSIMILE AUX AJOURNES,,ASSIMILE AUX AJOURNES,Faculté de Psychologie et des Sciences de l'Éducation,Sciences de l'Éducation,G3
4168,1990-07-07,F,,inconnu,,52,PEDAGOGIEQUE,PG,,INST MUSAWATO,NORD-KIVU,INST MUSAWATO,inconnu,2013-2014,,AJOURNE,57.900001525878906,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Gestion Financière,L2
4171,1989-05-16,H,,inconnu,,52,TECHN,MECANIQUE,,ITIG,NORD-KIVU,ITIG,inconnu,2013-2014,,ASSIMILE AUX AJOURNES,58.79999923706055,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Gestion Financière,L1
4171,1989-05-16,H,,inconnu,,52,TECHN,MECANIQUE,,ITIG,NORD-KIVU,ITIG,inconnu,2014-2015,,ASSIMILE AUX AJOURNES,,AJOURNE,Faculté des Sciences Économiques et de Gestion,Gestion Financière,L2
4172,1983-10-14,F,,inconnu,,53,SC,BC,,INST DE GOMA,NORD-KIVU,INST DE GOMA,inconnu,2013-2014,,ASSIMILE AUX AJOURNES,63.900001525878906,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Gestion Financière,L2
