,Unnamed: 0,DIPLOMSECTION,DIPLOMOPTION,SCHOOL,SCHOOLSTATUS,SCHOOL_CORRECT,SCHOOL_RIGHT,OPTION
2816,2816,Pédagogique,pédagogie générale,cs la victoire,inconnu,la victoire,la fontaine,pedagogie
2817,2817,Pédagogique,pédagogie générale,mont sinai,inconnu,mont sinai,mont sinai,pedagogie
2818,2818,Scientifique,biologie chimie,makyase,publique,makyase,makyase,bio-chimie
2819,2819,Technique,commerciale admnistrative,metanoia,inconnu,metanoia,metanoia,commmerciale et adm
2820,2820,Technique,commerciale et administrative,nuru,inconnu,nuru,uhuru,commmerciale et adm
2821,2821,Pédagogique,pédagogie générale,lycée omisalisa,inconnu,omisalisa,milima,pedagogie
2822,2822,Littéraire,latin philo,alfajiri,inconnu,alfajiri,alfajiri,latin philo
2823,2823,Pédagogique,pédagogie générale,isidore bakandja,inconnu,isidore bakandja,bakadja,pedagogie
2824,2824,Technique,commerciale administrative,saint raphael,inconnu,saint raphael,saint raphael,commmerciale et adm
2825,2825,Technique,commerciale administrative,lycée notre dame de la jeunesse,inconnu,notre dame de la jeunesse,notre dame de la jeunesse,commmerciale et adm
2826,2826,Littéraire,latin philo,alfajiri,inconnu,alfajiri,alfajiri,latin philo
2827,2827,Littéraire,latin philo,lumumba,inconnu,lumumba,lumumba,latin philo
2828,2828,Pédagogique,pédagogie générale,bigilimani,inconnu,bigilimani,bigilimani,pedagogie
2829,2829,Scientifique,biologie-chimie,bukavu,inconnu,bukavu,de bukavu,bio-chimie
2830,2830,Pédagogique,pedagogie générale,isidora bakanja,inconnu,isidora bakanja,bakadja,pedagogie
2831,2831,Pédagogique,pédagogie générale,kiraku,inconnu,kiraku,kiraku,pedagogie
2832,2832,Technique,sociale,mboga,inconnu,mboga,mboga,sociale
2833,2833,Technique,electricité industrielle,autodidacte,inconnu,autodidacte,autodidacte,elec indust
2834,2834,Scientifique,biologie-chimie,mwanga,inconnu,mwanga,mwanga,bio-chimie
2835,2835,Pédagogique,pédagogie générale,isidore bakandja,inconnu,isidore bakandja,bakadja,pedagogie
2836,2836,Scientifique,biologie-chimie,edap/isp bkv,inconnu,edap/isp bkv,edap isp bkv,bio-chimie
2837,2837,Technique,sociale,mama yetu,inconnu,mama yetu,mama yetu,sociale
2838,2838,Scientique,mathématique-physique,ibanda,inconnu,ibanda,ibanda,math-physique
2839,2839,Technique,sociale,lycée ste ursule,inconnu,ste ursule,sainte ursule,sociale
2840,2840,Technique,sociale,lycée ste ursule,inconnu,ste ursule,sainte ursule,sociale
2841,2841,Technique,sociale,icl,inconnu,icl,icl,sociale
2842,2842,Technique,commerciale administrative,zanner,inconnu,zanner,zanner,commmerciale et adm
2843,2843,Technique,construction,kyeshero,inconnu,kyeshero,kyeshero,construction
2844,2844,Scientifique,mathématique physique,edap isp/bkv,inconnu,edap isp/bkv,edap isp bkv,math-physique
2845,2845,Pédagogique,pédagogie générale,cs tuungane,inconnu,tuungane,tuungane,pedagogie
2846,2846,Scientifique,mathématique physique,goma,inconnu,goma,ngoma,math-physique
2847,2847,Scientifique,mathématique physique,collège saint paul,inconnu,saint paul,saint paul,math-physique
2848,2848,Technique,sociale,cs ushindi,inconnu,ushindi,muhini,sociale
2849,2849,Technique,commerciale administrative,zawadi ya raisi,inconnu,zawadi ya raisi,zawadi ya raisi,commmerciale et adm
2850,2850,Scientifique,mathématique physique,lycée révérend kim,inconnu,révérend kim,révérend samba,math-physique
2851,2851,Technique,commerciale administrative,metanoia,inconnu,metanoia,metanoia,commmerciale et adm
2852,2852,Pédagogique,pédagogie générale,baraka,inconnu,baraka,baraka,pedagogie
2853,2853,Scientifique,biologie chimie,edap isp/bkv,inconnu,edap isp/bkv,edap isp bkv,bio-chimie
2854,2854,Technique,commerciale administrative,mikano islamique,inconnu,mikano islamique,mikeno islamique,commmerciale et adm
2855,2855,Scientifique,bioligie-chimie,malula,inconnu,malula,malula,bio-chimie
2856,2856,Technique,commerciale et administrative,metanoia,inconnu,metanoia,metanoia,commmerciale et adm
2857,2857,Technique,commerciale informatique,uzima,inconnu,uzima,uzima,commerciale informatique
2858,2858,Technique,hotesse d'acceuil,mikeno islamique,inconnu,mikeno islamique,mikeno islamique,hotesse d'acceuil
2859,2859,Technique,electricité,itig,inconnu,itig,itig,elec
2860,2860,Technique,commerciale et administrative,metanoia,inconnu,metanoia,metanoia,commmerciale et adm
2861,2861,Scientifique,mathématique physique,lycée mapatano,inconnu,mapatano,mawato,math-physique
2862,2862,Technique,commerciale et administrative,metanoia,inconnu,metanoia,metanoia,commmerciale et adm
2863,2863,Pédagogique,pédagogie générale,maranatha,inconnu,maranatha,maranatha,pedagogie
2864,2864,Technique,commerciale et administrative,metanoia,inconnu,metanoia,metanoia,commmerciale et adm
2865,2865,Technique,commerciale et administrative,metanoia,inconnu,metanoia,metanoia,commmerciale et adm
2866,2866,Technique,commerciale et administrative,goma,inconnu,goma,ngoma,commmerciale et adm
2867,2867,Technique,commerciale informatique,cs mama yetu,inconnu,mama yetu,mama yetu,commerciale informatique
2868,2868,Litteraire,latin philo,zanner,inconnu,zanner,zanner,latin philo
2869,2869,Technique,commerciale et administrative,zanner,inconnu,zanner,zanner,commmerciale et adm
2870,2870,Technique,sociale,kabale,inconnu,kabale,kabale,sociale
2871,2871,Litteraire,latin philosophie,mont goma,inconnu,mont goma,ngoma,latin philo
2872,2872,Technique,commerciale et administrative,zanner,inconnu,zanner,zanner,commmerciale et adm
2873,2873,Technique,commerciale informatique,amen,inconnu,amen,amen,commerciale informatique
2874,2874,Technique,commerciale et administrative,metanoia,inconnu,metanoia,metanoia,commmerciale et adm
2875,2875,Scientifique,bioligie-chimie,goma,inconnu,goma,ngoma,bio-chimie
2876,2876,Littéraire,latin-philo,metanoia,inconnu,metanoia,metanoia,latin philo
2877,2877,Littéraire,latin-philo,zanner,inconnu,zanner,zanner,latin philo
2878,2878,Scientifique,bioligie-chimie,lycée amani,inconnu,amani,amani,bio-chimie
2879,2879,Pédagogique,pédagogie générale,faraja,inconnu,faraja,faraja,pedagogie
2880,2880,Technique,commerciale et administrative,zanner,inconnu,zanner,zanner,commmerciale et adm
2881,2881,Littéraire,latin-philo,mwanga,inconnu,mwanga,mwanga,latin philo
2882,2882,Technique,sociale,maendeleo,inconnu,maendeleo,maendeleo,sociale
2883,2883,Technique,commerciale et administrative,saint joseph,inconnu,saint joseph,st joseph,commmerciale et adm
2884,2884,Technique,construction,uenezaji,inconnu,uenezaji,uenezaji,construction
2885,2885,Littéraire,latin-philo,metanoia,inconnu,metanoia,metanoia,latin philo
2886,2886,Technique,social,lycée sainte ursule,inconnu,sainte ursule,sainte ursule,sociale
2887,2887,Litteraire,latin philo,metanoia,inconnu,metanoia,metanoia,latin philo
2888,2888,Littéraire,latin-philo,mwanga,inconnu,mwanga,mwanga,latin philo
2889,2889,Technique,sociale,cs katasoyire,inconnu,katasoyire,kitsombiro,sociale
2890,2890,Pédagogique,pédagogie générale,goma,inconnu,goma,ngoma,pedagogie
2891,2891,Technique,commerciale et administrative,jikaze,inconnu,jikaze,jikaze,commmerciale et adm
2892,2892,Pédagogique,pédagogie générale,isidore bakanja,inconnu,isidore bakanja,bakadja,pedagogie
2893,2893,Technique,sociale,mikeno,inconnu,mikeno,mikeno nc,sociale
2894,2894,Scientifique,biologie-chimie,majengo,inconnu,majengo,majengo,bio-chimie
2895,2895,Pédagogique,pédagogie générale,cs tupendane fech,inconnu,tupendane fech,tupendane fec,pedagogie
2896,2896,Technique,construction,kyeshero,inconnu,kyeshero,kyeshero,construction
2897,2897,Scientifique,biologie-chimie,lycée wima,inconnu,wima,wima,bio-chimie
2898,2898,Technique,sociale,lycée sainte ursule,inconnu,sainte ursule,sainte ursule,sociale
2899,2899,Pédagogique,pédagogie générale,ruvunda,inconnu,ruvunda,ruvunda,pedagogie
2900,2900,Pédagogique,pédagogie générale,kimua,inconnu,kimua,kimua,pedagogie
2901,2901,Pédagogique,pédagogie générale,lycée pain de vie,inconnu,pain de vie,pain de vie,pedagogie
2902,2902,Technique,commerciale informatique,tumaini,inconnu,tumaini,muhini,commerciale informatique
2903,2903,Technique,commerciale informatique,uzima,inconnu,uzima,uzima,commerciale informatique
2904,2904,Pédagogique,pédagogie générale,tumaini,inconnu,tumaini,muhini,pedagogie
2905,2905,Scientifique,mathématique physique,alfajiri,inconnu,alfajiri,alfajiri,math-physique
2906,2906,Technique,commerciale et administrative,metanoia,inconnu,metanoia,metanoia,commmerciale et adm
2907,2907,Scientifique,mathématique-physique,faraja,inconnu,faraja,faraja,math-physique
2908,2908,Technique,commerciale et administrative,mwanga,inconnu,mwanga,mwanga,commmerciale et adm
2909,2909,Technique,sociale,mont carmel,inconnu,mont carmel,mont caemel,sociale
2910,2910,Technique,electricité,kyeshero,inconnu,kyeshero,kyeshero,elec
2911,2911,Pédagogique,pédagogie générale,cs aigle pécheur,inconnu,aigle pécheur,aigle de dieu,pedagogie
2912,2912,Technique,nutrition,sainte ursule,inconnu,sainte ursule,sainte ursule,nutr
2913,2913,Technique,commerciale et administrative,tuungane,inconnu,tuungane,tuungane,commmerciale et adm
2914,2914,Litteraire,latin philosophie,mwanga,inconnu,mwanga,mwanga,latin philo
2915,2915,Scientifique,biologie-chimie,metanoia,inconnu,metanoia,metanoia,bio-chimie
2916,2916,Scientifique,biologie-chimie,lwanga,inconnu,lwanga,lwanga,bio-chimie
2917,2917,Technique,commerciale et administrative,metanoia,inconnu,metanoia,metanoia,commmerciale et adm
2918,2918,Littéraire,latin philosophie,mwanga,inconnu,mwanga,mwanga,latin philo
2919,2919,Technique,nutrition,kabalaka,inconnu,kabalaka,kabalaka,nutr
2920,2920,Scientifique,biologie-chimie,mwanga,inconnu,mwanga,mwanga,bio-chimie
2921,2921,Technique,sociale,lycée sainte ursule,inconnu,sainte ursule,sainte ursule,sociale
2922,2922,Scientifique,biologie-chimie,isidore bakanja,inconnu,isidore bakanja,bakadja,bio-chimie
2923,2923,Scientifique,biologie-chimie,goma,inconnu,goma,ngoma,bio-chimie
2924,2924,Littéraire,latin philosophie,metanoia,inconnu,metanoia,metanoia,latin philo
2925,2925,Littéraire,latin philosophie,metanoia,inconnu,metanoia,metanoia,latin philo
2926,2926,Pédagogique,pédagogie générale,cs estein ujuzi,inconnu,estein ujuzi,eistein ujuzi,pedagogie
2927,2927,Scientifique,biologie-chimie,lycée amani,inconnu,amani,amani,bio-chimie
2928,2928,Technique,commerciale et administrative,himbi,inconnu,himbi,himbi,commmerciale et adm
2929,2929,Technique,sociale,bemba gombo,inconnu,bemba gombo,bemba gombo,sociale
2930,2930,Pédagogique,pédagogie générale,juhudi,inconnu,juhudi,muhini,pedagogie
2931,2931,Technique,sociale,kadutu,inconnu,kadutu,kalungu,sociale
2932,2932,Technique,commerciale et administrative,nuru,inconnu,nuru,uhuru,commmerciale et adm
2933,2933,Pédagogique,pédagogie générale,cs nova stella,inconnu,nova stella,nyamukola,pedagogie
2934,2934,Technique,commerciale et administrative,mwanga,inconnu,mwanga,mwanga,commmerciale et adm
2935,2935,Pédagogique,pédagogie générale,himbi,inconnu,himbi,himbi,pedagogie
2936,2936,Technique,commerciale et administrative,mikeno islamique,inconnu,mikeno islamique,mikeno islamique,commmerciale et adm
2937,2937,Technique,sociale,tusome,inconnu,tusome,tusome,sociale
2938,2938,Technique,sociale,kishondja,inconnu,kishondja,kishanga,sociale
2939,2939,Technique,commerciale et administrative,maranatha,inconnu,maranatha,maranatha,commmerciale et adm
2940,2940,Technique,commerciale et administrative,maranatha,inconnu,maranatha,maranatha,commmerciale et adm
2941,2941,Technique,commerciale et administrative,mikeno islamique,inconnu,mikeno islamique,mikeno islamique,commmerciale et adm
2942,2942,Technique,commerciale et administrative,mikeno nc,inconnu,mikeno nc,mikeno nc,commmerciale et adm
2943,2943,Technique,sociale,lycée sante ursule,inconnu,sante ursule,sainte ursule,sociale
2944,2944,Littéraire,latin philosophie,mwanga,inconnu,mwanga,mwanga,latin philo
2945,2945,Technique,commerciale et administrative,edap/upn,inconnu,edap/upn,edap/upn,commmerciale et adm
2946,2946,Littéraire,latin philosophie,mwanga,inconnu,mwanga,mwanga,latin philo
2947,2947,Littéraire,latin philosophie,metanoia,inconnu,metanoia,metanoia,latin philo
2948,2948,Scientifique,mathématique physique,goma,inconnu,goma,ngoma,math-physique
2949,2949,Technique,commerciale iormatiquenf,uzima,inconnu,uzima,uzima,commerciale informatique
2950,2950,Littéraire,latin philosophie,mwanga,inconnu,mwanga,mwanga,latin philo
2951,2951,Scientifique,mathématique physique,goma,inconnu,goma,ngoma,math-physique
2952,2952,Technique,sociale,mululu,inconnu,mululu,mululu,sociale
2953,2953,Scientifique,biologie chimie,mwanga,inconnu,mwanga,mwanga,bio-chimie
2954,2954,Scientifique,mathématique physique,mwanga,inconnu,mwanga,mwanga,math-physique
2955,2955,Technique,commerciale et administrative,mwanga,inconnu,mwanga,mwanga,commmerciale et adm
2956,2956,Pédagogique,pédagogie générale,weza,inconnu,weza,weza,pedagogie
2957,2957,Technique,sociale,umoja,inconnu,umoja,ngoma,sociale
2958,2958,Technique,commerciale et administrative,mwanga,inconnu,mwanga,mwanga,commmerciale et adm
2959,2959,Technique,sociale,mont carmel,inconnu,mont carmel,mont caemel,sociale
2960,2960,Littéraire,latin philosophie,maendeleo,inconnu,maendeleo,maendeleo,latin philo
2961,2961,Technique,mecanique machines outils,iftm,inconnu,iftm,itfm/bukavu,mecanique machines outils
2962,2962,Scientifique,biologie chimie,lwanga,inconnu,lwanga,lwanga,bio-chimie
2963,2963,Littéraire,latin philosophie,metanoia,inconnu,metanoia,metanoia,latin philo
2964,2964,Scientifique,mathématique physique,faraja,inconnu,faraja,faraja,math-physique
2965,2965,Technique,commerciale et administrative,mwanga,inconnu,mwanga,mwanga,commmerciale et adm
2966,2966,Technique,commerciale et administrative,mgr gudo,inconnu,mgr gudo,mgr guido,commmerciale et adm
2967,2967,Technique,sociale,patemo,inconnu,patemo,patemo,sociale
2968,2968,Scientifique,biologie chimie,gs mbala,inconnu,gs mbala,gs kigali,bio-chimie
2969,2969,Technique,commerciale informatique,saint joseph,inconnu,saint joseph,st joseph,commerciale informatique
2970,2970,Littéraire,latin philosophie,maendeleo,inconnu,maendeleo,maendeleo,latin philo
2971,2971,Pédagogique,pédagogi générale,visoke,inconnu,visoke,visoke,pedagogie
2972,2972,Technique,sociale,muzizi,inconnu,muzizi,muhini,sociale
2973,2973,Pédagogique,pédagogi générale,gs mont sinai,inconnu,gs mont sinai,gs mont sinai,pedagogie
2974,2974,Pédagogique,pédagogie générale,kisungu,inconnu,kisungu,kalungu,pedagogie
2975,2975,Scientifique,biologie chimie,tupendane,inconnu,tupendane,tupendane,bio-chimie
2976,2976,Technique,electricité,kyeshero,inconnu,kyeshero,kyeshero,elec
2977,2977,Scientifique,biologie chimie,goma,inconnu,goma,ngoma,bio-chimie
2978,2978,Technique,sociale,lycée sainte ursule,inconnu,sainte ursule,sainte ursule,sociale
2979,2979,Technique,commerciale et administrative,mikeno islamique,inconnu,mikeno islamique,mikeno islamique,commmerciale et adm
2980,2980,Scientifique,mathématique physique,jikaze,inconnu,jikaze,jikaze,math-physique
2981,2981,Technique,sociale,mikeno/nc,inconnu,mikeno/nc,mikeno nc,sociale
2982,2982,Technique,sociale,umoja,inconnu,umoja,ngoma,sociale
2983,2983,Littéraire,latin philosophie,metanoia,inconnu,metanoia,metanoia,latin philo
2984,2984,Technique,commerciale et administrative,icl,inconnu,icl,icl,commmerciale et adm
2985,2985,Scientifique,biologie chimie,metanoia,inconnu,metanoia,metanoia,bio-chimie
2986,2986,Technique,sociale,institut technique de l’Étude sociale,inconnu,technique de l’Étude sociale,technique de l’Étude sociale,sociale
2987,2987,Pédagogique,pédagogie générale,totoro,inconnu,totoro,totoro,pedagogie
2988,2988,Technique,electricité générale,kyeshero,inconnu,kyeshero,kyeshero,electronique générale
2989,2989,Scientifique,biologie chimie,isidore bakanja,inconnu,isidore bakanja,bakadja,bio-chimie
2990,2990,Technique,commerciale et administrative,mwanga,inconnu,mwanga,mwanga,commmerciale et adm
2991,2991,Pédagogique,pédagogi générale,ujuzi,inconnu,ujuzi,uhuru,pedagogie
2992,2992,Technique,sociale,it bugabo,inconnu,it bugabo,it bugabo,sociale
2993,2993,Technique,commerciale et administrative,metanoia,inconnu,metanoia,metanoia,commmerciale et adm
2994,2994,Technique,sociale,mikeno islamique,inconnu,mikeno islamique,mikeno islamique,sociale
2995,2995,Littéraire,latin philosophie,zanner,inconnu,zanner,zanner,latin philo
2996,2996,Littéraire,latin philosophie,lycée wima,inconnu,wima,wima,latin philo
2997,2997,Pédagogique,pédagogie générale,imani panzi,inconnu,imani panzi,imani panzi,pedagogie
2998,2998,Littéraire,latin philosophie,zanner,inconnu,zanner,zanner,latin philo
2999,2999,Technique,sociale,mont sionii,inconnu,mont sionii,mont sionii,sociale
3000,3000,Technique,commerciale et administrative,metanoia,inconnu,metanoia,metanoia,commmerciale et adm
3001,3001,Scientifique,biologie chimie,metanoia,inconnu,metanoia,metanoia,bio-chimie
3002,3002,Pédagogique,pédagogie générale,kilambo,inconnu,kilambo,kilambo,pedagogie
3003,3003,Technique,sociale,ct de beni,inconnu,ct de beni,de beni,sociale
3004,3004,Pédagogique,pédagogie générale,autodidacte,inconnu,autodidacte,autodidacte,pedagogie
3005,3005,Pédagogique,pédagogie générale,lycée anuarite,inconnu,anuarite,anuarite,pedagogie
3006,3006,Technique,commerciale et administrative,zanner,inconnu,zanner,zanner,commmerciale et adm
3007,3007,Pédagogique,pédagogie générale,isingo,inconnu,isingo,isingo,pedagogie
3008,3008,Scientifique,mathématique physique,mwanga,inconnu,mwanga,mwanga,math-physique
3009,3009,Pédagogique,pédagogie générale,metanoia,inconnu,metanoia,metanoia,pedagogie
3010,3010,Pédagogique,pédagogie générale,goma,inconnu,goma,ngoma,pedagogie
3011,3011,Pédagogique,pédagogie générale,kanyantende,inconnu,kanyantende,kashenda,pedagogie
3012,3012,Technique,commerciale et administrative,moria,inconnu,moria,moria,commmerciale et adm
