,IDENTIFICATION,SCHOOLSTATUS,SCHOOL_RIGHT,OPTION_RIGHT,FAC,SCHOOLPROVINCE,BIRTHDAY,GENDER,DIPLOMPERCENTAGE,AGE
289,9242,protestant,himbi,pedagogie,FSDC,NORD-KIVU,1994-11-22,H,54.0,22
290,9246,protestant,himbi,pedagogie,FPSE,NORD-KIVU,1990-08-25,F,56.0,26
291,9287,protestant,himbi,commmerciale et adm,FSEG,NORD-KIVU,1992-11-25,H,52.0,24
292,9332,protestant,himbi,pedagogie,FD,NORD-KIVU,1994-01-09,H,62.0,23
293,9385,protestant,himbi,latin philo,FD,NORD-KIVU,1996-12-31,H,68.0,20
294,9477,protestant,himbi,latin philo,FSEG,NORD-KIVU,1995-07-17,H,62.0,21
295,9554,protestant,himbi,commmerciale et adm,FSEG,NORD-KIVU,1995-07-27,H,54.0,21
296,9599,protestant,himbi,latin philo,FT,NORD-KIVU,1988-03-03,F,59.0,29
297,9628,protestant,himbi,commmerciale et adm,FSEG,NORD-KIVU,1994-06-23,F,50.0,23
298,9648,protestant,himbi,commmerciale et adm,FSEG,NORD-KIVU,1993-03-24,H,64.0,24
299,9684,protestant,himbi,pedagogie,FSTA,NORD-KIVU,1993-10-27,H,60.0,23
300,9921,protestant,himbi,commmerciale et adm,FSTA,NORD-KIVU,1996-06-16,H,58.0,21
301,9930,protestant,himbi,pedagogie,FSTA,NORD-KIVU,1995-10-10,H,71.0,21
302,10093,protestant,himbi,latin philo,FM,NORD-KIVU,1996-04-06,F,53.0,21
303,10148,protestant,himbi,pedagogie,FSEG,NORD-KIVU,1994-12-20,F,58.0,22
304,10239,protestant,himbi,commmerciale et adm,FM,NORD-KIVU,1995-06-05,H,52.0,22
305,10269,protestant,himbi,commmerciale et adm,FSEG,NORD-KIVU,1994-08-24,F,55.0,22
306,10319,protestant,himbi,latin philo,FM,NORD-KIVU,1995-07-15,F,57.0,21
307,10344,protestant,himbi,commmerciale et adm,FSEG,NORD-KIVU,1993-12-07,F,51.0,23
308,10531,protestant,himbi,commmerciale et adm,FSEG,NORD-KIVU,1996-01-22,F,61.0,21
309,10580,protestant,himbi,latin philo,FPSE,NORD-KIVU,1987-02-17,H,53.0,30
310,10624,protestant,himbi,commmerciale et adm,FSTA,NORD-KIVU,1994-09-25,H,56.0,22
311,10680,protestant,himbi,pedagogie,FPSE,NORD-KIVU,1991-12-28,F,58.0,25
312,10831,protestant,himbi,pedagogie,FSEG,SUD-KIVU,1990-01-13,H,53.0,27
313,10858,protestant,himbi,latin philo,FD,NORD-KIVU,1994-10-06,H,52.0,22
314,11134,protestant,himbi,commmerciale et adm,FSEG,NORD-KIVU,1993-10-05,H,61.0,23
315,11392,protestant,himbi,commmerciale et adm,FSEG,NORD-KIVU,1997-05-23,F,51.0,20
316,11512,protestant,himbi,commmerciale et adm,FSEG,NORD-KIVU,1997-05-01,F,56.0,20
317,11517,protestant,himbi,commmerciale et adm,FSEG,NORD-KIVU,1996-04-12,H,57.0,21
318,11542,protestant,himbi,latin philo,FSTA,NORD-KIVU,1996-06-12,F,65.0,21
319,11632,protestant,himbi,latin philo,FT,NORD-KIVU,1994-11-08,H,65.0,22
320,11638,protestant,himbi,commmerciale et adm,FSEG,NORD-KIVU,1997-09-26,F,57.0,19
321,11659,protestant,himbi,commmerciale et adm,FT,NORD-KIVU,1996-12-13,F,52.0,20
322,11674,protestant,himbi,commmerciale et adm,FSEG,NORD-KIVU,1996-06-11,F,57.0,21
323,11751,protestant,himbi,latin philo,FD,NORD-KIVU,1995-10-21,F,57.0,21
324,11779,protestant,himbi,latin philo,FD,NORD-KIVU,1997-01-14,H,56.0,20
325,11889,protestant,himbi,pedagogie,FT,NORD-KIVU,1994-07-12,H,54.0,22
326,12048,protestant,himbi,pedagogie,FD,NORD-KIVU,1994-03-10,F,56.0,23
327,12069,protestant,himbi,latin philo,FM,NORD-KIVU,1997-02-06,H,60.0,20
328,12083,protestant,himbi,pedagogie,FSDC,NORD-KIVU,1991-09-27,F,57.0,25
329,12091,protestant,himbi,latin philo,FD,NORD-KIVU,1996-11-06,H,54.0,20
330,12128,protestant,himbi,pedagogie,FSEG,NORD-KIVU,1995-05-26,H,60.0,22
331,12130,protestant,himbi,commmerciale et adm,FD,NORD-KIVU,1992-01-05,F,51.0,25
332,12139,protestant,himbi,commmerciale et adm,FSDC,NORD-KIVU,1997-01-26,F,55.0,20
333,12210,protestant,himbi,commmerciale et adm,FSEG,NORD-KIVU,1995-07-09,H,55.0,22
334,4181,catholique,kambali,latin philo,FD,NORD-KIVU,1987-09-29,H,60.0,29
335,4905,catholique,kambali,latin philo,FSEG,NORD-KIVU,1992-03-13,H,53.0,25
336,6243,catholique,kambali,latin philo,FD,NORD-KIVU,1989-12-10,F,55.0,27
337,7915,catholique,kambali,latin philo,FD,NORD-KIVU,1991-07-25,H,66.0,25
338,8682,catholique,kambali,math-physique,FSTA,NORD-KIVU,1990-05-22,H,61.0,27
339,9109,catholique,kambali,latin philo,FPSE,NORD-KIVU,1992-02-21,H,64.0,25
340,9337,catholique,kambali,latin philo,FSTA,NORD-KIVU,1995-11-29,H,60.0,21
341,10048,catholique,kambali,bio-chimie,FM,NORD-KIVU,1996-10-22,H,60.0,20
342,10170,catholique,kambali,latin philo,FSTA,NORD-KIVU,1995-09-20,H,76.0,21
343,10371,catholique,kambali,bio-chimie,FM,NORD-KIVU,1996-12-22,H,62.0,20
344,10901,catholique,kambali,math-physique,FSTA,NORD-KIVU,1996-06-25,H,57.0,21
345,12121,catholique,kambali,latin philo,FD,NORD-KIVU,1998-10-04,F,61.0,18
346,8800,publique,Mugunga,pedagogie,FD,NORD-KIVU,1991-05-29,F,58.0,26
347,8893,publique,Mugunga,sociale,FD,NORD-KIVU,1994-04-06,H,67.0,23
348,9196,publique,Mugunga,sociale,FSDC,NORD-KIVU,1996-12-20,F,58.0,20
349,9308,publique,Mugunga,commmerciale et adm,FSEG,NORD-KIVU,1994-08-11,H,55.0,22
350,9311,publique,Mugunga,sociale,FSEG,NORD-KIVU,1992-07-26,H,52.0,24
351,9671,publique,Mugunga,pedagogie,FD,NORD-KIVU,1994-12-20,H,50.0,22
352,10466,publique,Mugunga,sociale,FPSE,NORD-KIVU,1994-07-01,F,57.0,23
353,10519,publique,Mugunga,pedagogie,FM,NORD-KIVU,1994-09-13,H,59.0,22
354,10602,publique,Mugunga,sociale,FM,NORD-KIVU,1996-10-10,H,55.0,20
355,4472,catholique,mwanga/ uvira,commmerciale et adm,FSEG,SUD-KIVU,1989-10-25,H,57.0,27
356,4879,catholique,mwanga/ uvira,latin philo,FD,SUD-KIVU,1989-02-05,H,51.0,28
357,7597,catholique,mwanga/ uvira,math-physique,FSTA,SUD-KIVU,1993-08-31,H,59.0,23
358,8128,catholique,mwanga/ uvira,commmerciale et adm,FSEG,NORD-KIVU,1993-01-29,H,53.0,24
359,8496,catholique,mwanga/ uvira,commmerciale et adm,FSEG,SUD-KIVU,1989-06-05,H,52.0,28
360,9530,catholique,mwanga/ uvira,commmerciale et adm,FSEG,SUD-KIVU,1987-03-16,H,50.0,30
361,10656,catholique,mwanga/ uvira,math-physique,FM,SUD-KIVU,1996-12-12,H,55.0,20
362,10704,catholique,mwanga/ uvira,latin philo,FT,NORD-KIVU,1994-04-12,H,51.0,23
363,11351,catholique,mwanga/ uvira,commmerciale et adm,FSEG,NORD-KIVU,1997-08-07,F,59.0,19
364,11506,catholique,mwanga/ uvira,bio-chimie,FSTA,SUD-KIVU,1993-09-19,H,59.0,23
365,11520,catholique,mwanga/ uvira,commmerciale et adm,FSEG,SUD-KIVU,1996-01-19,F,53.0,21
366,11602,catholique,mwanga/ uvira,latin philo,FD,SUD-KIVU,1994-06-26,H,51.0,23
367,11901,catholique,mwanga/ uvira,math-physique,FSTA,NORD-KIVU,1994-10-10,H,67.0,22
368,12155,catholique,mwanga/ uvira,bio-chimie,FD,SUD-KIVU,1995-04-27,H,50.0,22
369,12215,publique,mwanga/ uvira,latin philo,FD,SUD-KIVU,1996-01-23,F,52.0,21
370,8189,protestant,kimua,pedagogie,FSDC,NORD-KIVU,1990-02-24,H,54.0,27
371,9073,protestant,kimua,pedagogie,FSDC,NORD-KIVU,1991-10-07,H,56.0,25
372,9893,protestant,kimua,pedagogie,FSTA,NORD-KIVU,1993-07-07,F,57.0,24
373,11640,protestant,kimua,pedagogie,FSDC,NORD-KIVU,1992-04-05,H,58.0,25
374,4933,catholique,it kasabinyole,pedagogie,FSDC,NORD-KIVU,1986-03-04,F,50.0,31
375,6242,catholique,it kasabinyole,pedagogie,FD,NORD-KIVU,1991-11-23,F,56.0,25
376,6948,catholique,it kasabinyole,elec,FSEG,NORD-KIVU,1989-08-03,H,50.0,27
377,12099,catholique,it kasabinyole,mec gene,FSTA,NORD-KIVU,1996-01-20,H,60.0,21
378,6593,kimbanguiste,kisolokele,sociale,FD,NORD-KIVU,1987-04-27,F,60.0,30
379,8968,kimbanguiste,kisolokele,commmerciale et adm,FSEG,NORD-KIVU,1990-09-03,F,50.0,26
380,11875,kimbanguiste,kisolokele,sociale,FSEG,NORD-KIVU,1997-01-07,H,58.0,20
381,10193,catholique,mgr henri pierrard,latin philo,FSEG,NORD-KIVU,1994-11-09,H,59.0,22
382,11673,catholique,mgr henri pierrard,bio-chimie,FSTA,NORD-KIVU,1995-11-14,H,51.0,21
383,6138,publique,uzima,sociale,FSEG,NORD-KIVU,1989-08-21,H,52.0,27
384,6740,publique,uzima,sociale,FSDC,NORD-KIVU,1991-07-08,F,60.0,26
385,7106,publique,uzima,sociale,FSEG,NORD-KIVU,1990-07-05,H,62.0,27
386,7154,publique,uzima,sociale,FSEG,NORD-KIVU,1991-12-08,F,73.0,25
387,7161,publique,uzima,commmerciale et adm,FSEG,NORD-KIVU,1993-08-21,F,65.0,23
388,7226,publique,uzima,sociale,FSEG,NORD-KIVU,1994-12-11,F,68.0,22
389,7333,publique,uzima,sociale,FSDC,NORD-KIVU,1992-06-02,H,69.0,25
390,7342,publique,uzima,sociale,FSDC,NORD-KIVU,1989-12-01,F,54.0,27
391,7350,publique,uzima,sociale,FSDC,NORD-KIVU,1993-10-25,F,60.0,23
392,7362,publique,uzima,sociale,FSDC,NORD-KIVU,1994-02-03,F,63.0,23
393,7450,publique,uzima,sociale,FSDC,NORD-KIVU,1991-08-17,H,59.0,25
394,7748,publique,uzima,sociale,FD,NORD-KIVU,1993-07-07,H,66.0,24
395,8150,publique,uzima,commerciale informatique,FSEG,NORD-KIVU,1992-10-19,H,60.0,24
396,8151,publique,uzima,commerciale informatique,FSTA,NORD-KIVU,1994-09-05,H,67.0,22
397,8159,publique,uzima,commerciale informatique,FSEG,NORD-KIVU,1994-08-28,F,63.0,22
398,8177,publique,uzima,sociale,FSDC,NORD-KIVU,1993-03-23,F,60.0,24
399,8178,publique,uzima,commerciale informatique,FD,NORD-KIVU,1992-10-04,F,51.0,24
400,8197,publique,uzima,commerciale informatique,FSEG,NORD-KIVU,1992-04-07,H,55.0,25
401,8205,publique,uzima,commerciale informatique,FSTA,NORD-KIVU,1993-11-22,H,50.0,23
402,8329,publique,uzima,sociale,FSEG,NORD-KIVU,1994-04-20,F,71.0,23
403,8330,publique,uzima,sociale,FSDC,NORD-KIVU,1992-09-17,F,58.0,24
404,8467,publique,uzima,sociale,FSEG,NORD-KIVU,1993-01-30,H,62.0,24
405,8483,publique,uzima,sociale,FSDC,NORD-KIVU,1993-08-20,F,58.0,23
406,8874,publique,uzima,sociale,FD,NORD-KIVU,1992-01-14,H,59.0,25
407,8894,publique,uzima,sociale,FSDC,NORD-KIVU,1992-10-29,F,54.0,24
408,9047,publique,uzima,sociale,FSDC,NORD-KIVU,1994-10-09,F,52.0,22
409,9236,publique,uzima,sociale,FSDC,NORD-KIVU,1993-06-08,F,52.0,24
410,9422,publique,uzima,sociale,FSEG,NORD-KIVU,1996-12-24,F,63.0,20
411,9849,publique,uzima,commerciale informatique,FSEG,NORD-KIVU,1994-11-30,F,65.0,22
412,9896,publique,uzima,commerciale informatique,FSEG,NORD-KIVU,1993-10-14,H,64.0,23
413,9946,publique,uzima,commerciale informatique,FSEG,NORD-KIVU,1996-05-12,F,59.0,21
414,10055,publique,uzima,commerciale informatique,FSEG,NORD-KIVU,1994-02-17,H,56.0,23
415,10471,publique,uzima,sociale,FD,NORD-KIVU,1993-12-09,F,58.0,23
416,11327,publique,uzima,commerciale informatique,FSTA,NORD-KIVU,1996-03-22,F,56.0,21
417,11330,catholique,uzima,commerciale informatique,FSEG,NORD-KIVU,1998-01-02,F,60.0,19
418,11332,catholique,uzima,commerciale informatique,FM,NORD-KIVU,1996-02-10,F,56.0,21
419,11356,catholique,uzima,commerciale informatique,FSEG,NORD-KIVU,1995-03-09,F,58.0,22
420,11824,catholique,uzima,commerciale informatique,FSEG,NORD-KIVU,1996-09-16,F,62.0,20
421,11863,publique,uzima,sociale,FSTA,NORD-KIVU,1997-11-15,F,63.0,19
422,1376,protestant,amkeni,pedagogie,FT,NORD-KIVU,1979-06-24,H,51.0,38
423,8343,protestant,amkeni,pedagogie,FT,NORD-KIVU,1976-11-15,H,58.0,40
424,9072,protestant,amkeni,sociale,FD,NORD-KIVU,1992-07-17,H,51.0,24
425,9596,protestant,amkeni,pedagogie,FT,NORD-KIVU,1993-07-30,H,53.0,23
426,10049,protestant,amkeni,pedagogie,FPSE,NORD-KIVU,1981-12-29,F,51.0,35
427,11593,protestant,amkeni,sociale,FT,NORD-KIVU,1992-01-28,H,50.0,25
428,45,protestant,maendeleo,pedagogie,FPSE,NORD-KIVU,1972-03-21,H,50.0,45
429,474,protestant,maendeleo,inconnu,FD,NORD-KIVU,1979-04-06,F,56.8765221107,38
430,3196,protestant,maendeleo,latin philo,FSDC,NORD-KIVU,1984-08-18,F,58.0,32
431,3624,protestant,maendeleo,pedagogie,FD,NORD-KIVU,1990-10-27,H,52.0,26
432,4064,protestant,maendeleo,pedagogie,FSDC,NORD-KIVU,1972-05-05,H,55.0,45
433,4233,protestant,maendeleo,latin philo,FSEG,NORD-KIVU,1990-04-06,H,52.0,27
434,4352,protestant,maendeleo,pedagogie,FSEG,NORD-KIVU,1988-06-26,H,51.0,29
435,4471,protestant,maendeleo,latin philo,FSEG,NORD-KIVU,1990-03-25,F,51.0,27
436,4528,protestant,maendeleo,commmerciale et adm,FSEG,NORD-KIVU,1990-11-28,H,55.0,26
437,4574,protestant,maendeleo,sociale,FSDC,NORD-KIVU,1987-08-04,H,51.0,29
438,4676,protestant,maendeleo,latin philo,FD,NORD-KIVU,1989-11-20,H,60.0,27
439,4735,protestant,maendeleo,sociale,FSDC,NORD-KIVU,1991-04-03,F,53.0,26
440,4831,protestant,maendeleo,sociale,FSEG,NORD-KIVU,1990-10-12,H,55.0,26
441,4869,protestant,maendeleo,latin philo,FD,NORD-KIVU,1989-01-25,H,50.0,28
442,4871,protestant,maendeleo,pedagogie,FD,NORD-KIVU,1987-12-19,H,50.0,29
443,4954,protestant,maendeleo,sociale,FD,NORD-KIVU,1990-05-02,H,58.0,27
444,5054,protestant,maendeleo,sociale,FD,NORD-KIVU,1989-12-10,H,61.0,27
445,5056,protestant,maendeleo,latin philo,FD,NORD-KIVU,1989-09-06,H,51.0,27
446,5167,protestant,maendeleo,sociale,FSDC,NORD-KIVU,1984-04-07,H,55.0,33
447,5217,protestant,maendeleo,bio-chimie,FT,SUD-KIVU,1966-02-22,H,52.0,51
448,5354,protestant,maendeleo,commmerciale et adm,FSDC,NORD-KIVU,1985-04-24,H,53.0,32
449,5652,protestant,maendeleo,sociale,FSEG,NORD-KIVU,1989-02-25,F,52.0,28
450,5696,protestant,maendeleo,sociale,FSDC,NORD-KIVU,1990-12-02,H,59.0,26
451,5731,protestant,maendeleo,pedagogie,FPSE,NORD-KIVU,1990-07-17,F,57.0,26
452,5753,protestant,maendeleo,pedagogie,FSDC,NORD-KIVU,1974-05-21,F,52.0,43
453,6207,protestant,maendeleo,sociale,FSEG,NORD-KIVU,1990-10-27,H,56.0,26
454,6264,protestant,maendeleo,sociale,FSEG,NORD-KIVU,1993-09-27,H,52.0,23
455,6308,protestant,maendeleo,commmerciale et adm,FSEG,NORD-KIVU,1990-05-18,H,51.0,27
456,6370,protestant,maendeleo,pedagogie,FSEG,NORD-KIVU,1989-08-20,F,53.0,27
457,6392,protestant,maendeleo,latin philo,FD,NORD-KIVU,1989-12-25,F,50.0,27
458,6437,protestant,maendeleo,pedagogie,FSDC,NORD-KIVU,1989-06-06,H,57.0,28
459,6629,protestant,maendeleo,pedagogie,FD,NORD-KIVU,1987-08-14,F,56.0,29
460,6934,protestant,maendeleo,latin philo,FSDC,NORD-KIVU,1991-02-21,H,60.0,26
461,7180,protestant,maendeleo,commmerciale et adm,FSEG,NORD-KIVU,1993-07-28,F,50.0,23
462,7237,protestant,maendeleo,pedagogie,FSEG,NORD-KIVU,1990-07-29,H,64.0,26
463,7255,protestant,maendeleo,sociale,FSEG,NORD-KIVU,1990-09-28,H,63.0,26
464,7290,protestant,maendeleo,commmerciale et adm,FSEG,NORD-KIVU,1990-01-25,H,57.0,27
465,7338,protestant,maendeleo,latin philo,FSDC,BANDUNDU,1991-09-19,H,55.0,25
466,7402,protestant,maendeleo,sociale,FSDC,NORD-KIVU,1992-02-02,F,56.0,25
467,7570,protestant,maendeleo,sociale,FD,NORD-KIVU,1992-04-07,H,53.0,25
468,7588,protestant,maendeleo,commmerciale et adm,FSTA,NORD-KIVU,1993-12-28,H,56.8765221107,23
469,7710,protestant,maendeleo,latin philo,FD,NORD-KIVU,1985-02-15,H,52.0,32
470,7720,protestant,maendeleo,pedagogie,FD,NORD-KIVU,1994-02-18,F,66.0,23
471,7730,protestant,maendeleo,sociale,FD,NORD-KIVU,1990-09-28,H,52.0,26
472,7731,protestant,maendeleo,pedagogie,FD,NORD-KIVU,1992-06-10,H,65.0,25
473,7782,protestant,maendeleo,sociale,FD,NORD-KIVU,1991-11-26,H,62.0,25
474,7857,protestant,maendeleo,latin philo,FD,NORD-KIVU,1988-03-28,H,56.0,29
475,7859,protestant,maendeleo,latin philo,FD,NORD-KIVU,1990-11-24,F,54.0,26
476,8145,protestant,maendeleo,sociale,FSEG,NORD-KIVU,1993-03-13,H,54.0,24
477,8146,protestant,maendeleo,sociale,FSDC,NORD-KIVU,1993-01-27,H,50.0,24
478,8194,protestant,maendeleo,commmerciale et adm,FSEG,NORD-KIVU,1992-02-07,F,54.0,25
479,8216,protestant,maendeleo,sociale,FSDC,NORD-KIVU,1990-11-11,F,56.0,26
480,8217,protestant,maendeleo,pedagogie,FSEG,NORD-KIVU,1994-04-26,H,65.0,23
481,8274,protestant,maendeleo,commmerciale et adm,FSEG,NORD-KIVU,1991-03-28,F,61.0,26
482,8278,protestant,maendeleo,latin philo,FD,NORD-KIVU,1991-07-03,F,53.0,26
483,8295,protestant,maendeleo,sociale,FSEG,NORD-KIVU,1992-12-13,H,59.0,24
484,8335,protestant,maendeleo,sociale,FD,NORD-KIVU,1992-12-11,F,57.0,24
485,8430,protestant,maendeleo,sociale,FSEG,NORD-KIVU,1991-06-24,F,58.0,26
486,8462,protestant,maendeleo,sociale,FSDC,NORD-KIVU,1991-10-29,F,58.0,25
487,8471,protestant,maendeleo,latin philo,FSEG,NORD-KIVU,1993-10-18,F,61.0,23
488,8484,protestant,maendeleo,commmerciale et adm,FSEG,NORD-KIVU,1993-09-03,H,60.0,23
489,8492,protestant,maendeleo,commmerciale et adm,FSEG,NORD-KIVU,1993-05-02,H,50.0,24
490,8556,protestant,maendeleo,pedagogie,FSDC,NORD-KIVU,1992-09-09,F,60.0,24
491,8559,protestant,maendeleo,sociale,FPSE,NORD-KIVU,1987-10-10,F,50.0,29
492,8642,protestant,maendeleo,pedagogie,FSEG,NORD-KIVU,1992-05-04,H,54.0,25
493,8686,protestant,maendeleo,commmerciale et adm,FSEG,NORD-KIVU,1994-02-27,F,53.0,23
494,8740,protestant,maendeleo,latin philo,FSDC,NORD-KIVU,1992-11-11,F,55.0,24
495,8750,protestant,maendeleo,commmerciale et adm,FSEG,NORD-KIVU,1991-09-17,H,59.0,25
496,8909,protestant,maendeleo,latin philo,FD,NORD-KIVU,1995-11-01,H,50.0,21
497,8916,protestant,maendeleo,pedagogie,FSEG,NORD-KIVU,1993-01-20,H,50.0,24
498,8920,protestant,maendeleo,sociale,FSEG,NORD-KIVU,1995-05-05,H,72.0,22
499,8932,protestant,maendeleo,pedagogie,FPSE,NORD-KIVU,1994-03-13,H,51.0,23
500,9040,protestant,maendeleo,pedagogie,FSEG,NORD-KIVU,1994-04-04,H,60.0,23
501,9124,protestant,maendeleo,commmerciale et adm,FSEG,NORD-KIVU,1995-04-25,F,60.0,22
502,9141,protestant,maendeleo,pedagogie,FSEG,NORD-KIVU,1993-05-31,F,63.0,24
503,9207,protestant,maendeleo,commmerciale et adm,FSEG,NORD-KIVU,1994-01-19,H,50.0,23
504,9265,protestant,maendeleo,commmerciale et adm,FSEG,NORD-KIVU,1992-05-24,H,51.0,25
505,9299,protestant,maendeleo,commmerciale et adm,FSTA,MANIEMA,1995-10-23,H,50.0,21
506,9301,protestant,maendeleo,sociale,FD,NORD-KIVU,1993-08-12,F,56.0,23
507,9402,protestant,maendeleo,latin philo,FSEG,NORD-KIVU,1995-01-12,F,52.0,22
508,9404,protestant,maendeleo,pedagogie,FSEG,NORD-KIVU,1994-07-02,F,50.0,23
509,9568,protestant,maendeleo,sociale,FSDC,NORD-KIVU,1993-04-18,F,55.0,24
510,9638,protestant,maendeleo,commmerciale et adm,FSEG,NORD-KIVU,1993-12-09,H,51.0,23
511,9664,protestant,maendeleo,latin philo,FD,NORD-KIVU,1992-03-09,F,54.0,25
512,9682,protestant,maendeleo,sociale,FSEG,NORD-KIVU,1995-06-24,F,64.0,22
513,9874,protestant,maendeleo,sociale,FD,NORD-KIVU,1993-07-10,F,54.0,23
514,9957,protestant,maendeleo,latin philo,FSTA,NORD-KIVU,1995-09-05,H,54.0,21
515,9968,protestant,maendeleo,latin philo,FD,NORD-KIVU,1996-04-24,F,55.0,21
516,10029,protestant,maendeleo,pedagogie,FD,NORD-KIVU,1993-03-23,H,58.0,24
517,10030,protestant,maendeleo,pedagogie,FD,NORD-KIVU,1994-06-29,F,61.0,23
518,10078,protestant,maendeleo,latin philo,FSDC,NORD-KIVU,1996-04-19,H,55.0,21
519,10110,protestant,maendeleo,latin philo,FD,NORD-KIVU,1994-02-17,F,54.0,23
520,10149,protestant,maendeleo,latin philo,FSDC,NORD-KIVU,1993-08-05,F,54.0,23
521,10156,protestant,maendeleo,sociale,FSDC,NORD-KIVU,1996-09-01,H,57.0,20
522,10171,protestant,maendeleo,latin philo,FD,NORD-KIVU,1996-03-24,F,51.0,21
523,10188,protestant,maendeleo,latin philo,FSEG,NORD-KIVU,1995-08-25,F,58.0,21
524,10310,protestant,maendeleo,commmerciale et adm,FD,NORD-KIVU,1995-04-02,F,51.0,22
525,10367,protestant,maendeleo,pedagogie,FSDC,NORD-KIVU,1995-12-12,F,50.0,21
526,10425,protestant,maendeleo,pedagogie,FSEG,NORD-KIVU,1995-02-10,H,64.0,22
527,10454,protestant,maendeleo,commmerciale et adm,FD,NORD-KIVU,1994-11-05,F,51.0,22
528,10456,protestant,maendeleo,pedagogie,FSEG,NORD-KIVU,1995-09-22,F,61.0,21
529,10564,protestant,maendeleo,sociale,FD,NORD-KIVU,1995-02-18,F,57.0,22
530,10634,protestant,maendeleo,commmerciale et adm,FSEG,NORD-KIVU,1995-03-05,H,51.0,22
531,10651,protestant,maendeleo,commmerciale et adm,FPSE,NORD-KIVU,1995-04-14,H,54.0,22
532,10682,protestant,maendeleo,commmerciale et adm,FSTA,NORD-KIVU,1996-10-18,H,59.0,20
533,10730,protestant,maendeleo,commmerciale et adm,FSEG,NORD-KIVU,1995-05-10,F,53.0,22
534,10795,protestant,maendeleo,sociale,FSDC,NORD-KIVU,1995-09-16,H,61.0,21
535,10820,protestant,maendeleo,commmerciale et adm,FSEG,NORD-KIVU,1988-10-17,H,62.0,28
536,11317,protestant,maendeleo,commmerciale et adm,FSEG,NORD-KIVU,1997-06-27,F,55.0,20
537,11343,protestant,maendeleo,commmerciale et adm,FSTA,NORD-KIVU,1996-08-28,H,52.0,20
538,11345,protestant,maendeleo,commmerciale et adm,FSEG,NORD-KIVU,1997-09-17,H,56.0,19
539,11514,protestant,maendeleo,latin philo,FSTA,NORD-KIVU,1998-06-16,H,52.0,19
540,11569,protestant,maendeleo,pedagogie,FM,NORD-KIVU,1995-06-25,H,63.0,22
541,11576,protestant,maendeleo,latin philo,FD,NORD-KIVU,1995-05-03,H,52.0,22
542,11580,protestant,maendeleo,pedagogie,FSEG,NORD-KIVU,1995-06-23,F,67.0,22
543,11633,protestant,maendeleo,commmerciale et adm,FSTA,NORD-KIVU,1997-12-05,H,50.0,19
544,11647,protestant,maendeleo,sociale,FD,NORD-KIVU,1993-04-10,H,53.0,24
545,11840,protestant,maendeleo,commmerciale et adm,FSEG,NORD-KIVU,1995-01-11,F,55.0,22
546,12030,protestant,maendeleo,latin philo,FSEG,NORD-KIVU,1996-12-12,F,57.0,20
547,12040,protestant,maendeleo,latin philo,FSEG,NORD-KIVU,1996-07-01,F,55.0,21
548,12045,protestant,maendeleo,pedagogie,FSEG,NORD-KIVU,1997-04-25,H,58.0,20
549,12060,protestant,maendeleo,pedagogie,FSDC,NORD-KIVU,1995-12-25,F,51.0,21
550,12095,protestant,maendeleo,pedagogie,FSEG,NORD-KIVU,1996-05-09,H,66.0,21
551,12147,protestant,maendeleo,latin philo,FSDC,NORD-KIVU,1995-01-05,F,61.0,22
552,12198,protestant,maendeleo,latin philo,FD,NORD-KIVU,1997-01-16,H,64.0,20
553,5214,privé,bakita,bio-chimie,FSDC,BANDUNDU,1969-07-27,F,51.0,47
554,10403,privé,bakita,bio-chimie,FSTA,SUD-KIVU,1994-01-20,H,52.0,23
555,11324,privé,bakita,bio-chimie,FSTA,SUD-KIVU,1995-09-01,H,55.0,21
556,7759,catholique,rambo,pedagogie,FD,SUD-KIVU,1984-09-01,H,51.0,32
557,11800,catholique,rambo,commmerciale et adm,FSTA,SUD-KIVU,1995-06-06,H,65.0,22
558,1061,publique,ngoma,pedagogie,FSEG,NORD-KIVU,1979-02-18,H,51.0,38
559,3320,publique,ngoma,sociale,FSTA,NORD-KIVU,1986-11-13,H,52.0,30
560,3809,publique,ngoma,pedagogie,FD,NORD-KIVU,1988-10-13,F,56.0,28
561,4271,publique,ngoma,pedagogie,FPSE,NORD-KIVU,1988-11-25,H,57.0,28
562,4544,publique,ngoma,pedagogie,FPSE,SUD-KIVU,1990-06-30,F,50.0,27
563,4965,publique,ngoma,latin philo,FD,NORD-KIVU,1987-08-18,F,51.0,29
564,4983,publique,ngoma,pedagogie,FSDC,NORD-KIVU,1990-07-26,F,51.0,26
565,5033,publique,ngoma,pedagogie,FPSE,NORD-KIVU,1988-07-17,H,61.0,28
566,6244,publique,ngoma,latin philo,FD,NORD-KIVU,1992-05-05,H,59.0,25
567,6327,publique,ngoma,latin philo,FSEG,NORD-KIVU,1990-02-14,H,59.0,27
568,6508,publique,ngoma,latin philo,FD,NORD-KIVU,1992-03-03,H,60.0,25
569,6530,publique,ngoma,bio-chimie,FSEG,NORD-KIVU,1990-06-30,F,52.0,27
570,6699,publique,ngoma,bio-chimie,FSEG,NORD-KIVU,1991-12-31,F,54.0,25
571,6760,publique,ngoma,pedagogie,FT,NORD-KIVU,1987-05-15,H,58.0,30
572,6772,publique,ngoma,pedagogie,FSDC,SUD-KIVU,1991-05-29,F,51.0,26
573,6895,publique,ngoma,latin philo,FSDC,KINSHASA,1990-05-21,F,55.0,27
